file,model,receiver_time,ece_10_bin,bin_low,bin_high,count,mean_confidence,empirical_frequency
seed42_round100_task_vs_dual_1000.json,B,partner_after,0.008241600193593532,0.7000000000000001,0.8,3031,0.7446435216786012,0.6918508742989112
seed42_round100_task_vs_dual_1000.json,B,partner_after,0.008241600193593532,0.8,0.9,1398,0.8438792751411853,0.7925608011444921
seed42_round100_task_vs_dual_1000.json,B,partner_after,0.008241600193593532,0.9,1.0,747,0.9483040937458176,0.8540829986613119
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.0,0.1,242338,0.01628654285868722,0.025192087084980483
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.1,0.2,56171,0.15138702507731783,0.1767282049456125
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.2,0.30000000000000004,77592,0.2536158561105442,0.2742164140633055
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.30000000000000004,0.4,81942,0.3422921582074823,0.33871518879207246
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.4,0.5,22242,0.4402590321490645,0.4166441866738603
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.5,0.6000000000000001,7724,0.5424257252020024,0.509709994821336
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.6000000000000001,0.7000000000000001,3261,0.6421806345282797,0.5992026985587243
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.7000000000000001,0.8,1418,0.742002833965635,0.6713681241184767
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.8,0.9,807,0.8472906637664473,0.7323420074349443
seed42_round100_task_vs_dual_1000.json,B,opponent_before,0.013496724113023153,0.9,1.0,617,0.9461058434249903,0.8087520259319287
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.0,0.1,244252,0.014570325091413034,0.017486039008892455
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.1,0.2,52380,0.15150837055547928,0.1618938526155021
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.2,0.30000000000000004,72978,0.25397834377437595,0.2582148044616186
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.30000000000000004,0.4,77064,0.3432959565778926,0.3432212187272916
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.4,0.5,26535,0.4420138746337161,0.4360278876954965
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.5,0.6000000000000001,11227,0.5436122323745313,0.5389685579406788
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.6000000000000001,0.7000000000000001,5124,0.643446596128507,0.6270491803278688
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.7000000000000001,0.8,2416,0.7429963107535381,0.7036423841059603
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.8,0.9,1341,0.8463715343311774,0.7546607009694258
seed42_round100_task_vs_dual_1000.json,B,opponent_after,0.00438315778106881,0.9,1.0,795,0.9492150396670935,0.8465408805031447
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.0,0.1,244132,0.015556322971627979,0.024417118607966182
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.1,0.2,50456,0.15048197358306212,0.1652330743618202
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.2,0.30000000000000004,71083,0.25519503108052227,0.2650563425854283
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.30000000000000004,0.4,86741,0.343074455040076,0.3377180341476349
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.4,0.5,25152,0.4405036359461399,0.4062102417302799
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.5,0.6000000000000001,9400,0.5437975120988298,0.5104255319148936
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.6000000000000001,0.7000000000000001,4108,0.6427699957322238,0.5837390457643622
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.7000000000000001,0.8,1763,0.7433648493502266,0.6840612592172434
seed42_round100_task_vs_team_1000.json,A,partner_before,0.011584392046914513,0.8,0.9,784,0.8434035118897351,0.7525510204081632
